,27,48,89,426,569,684,747,770,808,878,960,998,1228
27,0.0,0.1389525751807138,0.1635683210841446,0.32509743711626066,0.04990663689179375,0.41361376169727154,0.07565494648343668,0.20324258637876286,0.2307720696609128,0.21829268951661082,0.2771745183110281,0.13062200031349336,0.10241183891199578
48,0.1389525751807138,0.0,0.23273206692571535,0.18986570147634993,0.1190703827333645,0.4625229294705779,0.1448186923250074,0.34098182822614337,0.3637034102737254,0.3054530406043286,0.4161270934917419,0.17453677882050347,0.17157558475356652
89,0.1635683210841446,0.23273206692571535,0.0,0.4188769288612622,0.1436861286367953,0.577182082781416,0.1694344382284382,0.36559757412957417,0.3883191561771562,0.3695441499591228,0.4407428393951727,0.25224965699906654,0.06115648217214884
426,0.32509743711626066,0.18986570147634993,0.4188769288612622,0.0,0.30521524466891137,0.3158710295013628,0.3309635542605543,0.5271266901616902,0.5498482722092722,0.4186838051777924,0.44030755138688477,0.2644059587564385,0.35772044668911335
569,0.04990663689179375,0.1190703827333645,0.1436861286367953,0.30521524466891137,0.0,0.4635203985890652,0.05577275403608737,0.25193588993722327,0.2746574719848053,0.254642465766772,0.3270811552028218,0.1385879728067157,0.08252964646464647
684,0.41361376169727154,0.4625229294705779,0.577182082781416,0.3158710295013628,0.4635203985890652,0.0,0.48926870818070817,0.3227858419851753,0.36435512766246103,0.508345549836062,0.1434363333333333,0.410558224243148,0.5160256006092672
747,0.07565494648343668,0.1448186923250074,0.1694344382284382,0.3309635542605543,0.05577275403608737,0.48926870818070817,0.0,0.25554112260578926,0.2607697132003799,0.24257484833482124,0.35282946479446475,0.16433628239835862,0.10827795605628938
770,0.20324258637876286,0.34098182822614337,0.36559757412957417,0.5271266901616902,0.25193588993722327,0.3227858419851753,0.25554112260578926,0.0,0.042203744551744554,0.37338067387517165,0.20497659859893194,0.33379324364977153,0.3044410919574253
808,0.2307720696609128,0.3637034102737254,0.3883191561771562,0.5498482722092722,0.2746574719848053,0.36435512766246103,0.2607697132003799,0.042203744551744554,0.0,0.3840405750110728,0.24643647686881018,0.361362711002013,0.3271626740050073
878,0.21829268951661082,0.3054530406043286,0.3695441499591228,0.4186838051777924,0.254642465766772,0.508345549836062,0.24257484833482124,0.37338067387517165,0.3840405750110728,0.0,0.4267511746706724,0.17770908212866382,0.308387667786974
960,0.2771745183110281,0.4161270934917419,0.4407428393951727,0.44030755138688477,0.3270811552028218,0.1434363333333333,0.35282946479446475,0.20497659859893194,0.24643647686881018,0.4267511746706724,0.0,0.3413440232862102,0.37958635722302386
998,0.13062200031349336,0.17453677882050347,0.25224965699906654,0.2644059587564385,0.1385879728067157,0.410558224243148,0.16433628239835862,0.33379324364977153,0.361362711002013,0.17770908212866382,0.3413440232862102,0.0,0.19109317482691773
1228,0.10241183891199578,0.17157558475356652,0.06115648217214884,0.35772044668911335,0.08252964646464647,0.5160256006092672,0.10827795605628938,0.3044410919574253,0.3271626740050073,0.308387667786974,0.37958635722302386,0.19109317482691773,0.0
